text,label
"Where is my umbrella",hardware
"Where is my jacket",hardware
"Where is my shoes",hardware
"Where is my bag",hardware
"Where is my documents",hardware
"Where is my medicine",hardware
"Where is my tools",hardware
"Find my missing item",hardware
"Find my lost object",hardware
"Locate missing object",hardware
"Locate lost item",hardware
"Search for missing thing",hardware
"Search for lost object",hardware
"Track down my item",hardware
"Track down my object",hardware
"Help locate my stuff",hardware
"Help find my belongings",hardware
"Object detection service",hardware
"Object location service",hardware
"Item finder assistance",hardware
"Item locator help",hardware
"Lost object recovery",hardware
"Missing item search",hardware
"Personal item tracker",hardware
"Belongings locator",hardware
"Asset tracking help",hardware
"Property location service",hardware
"Brew me an americano",hardware
"Brew me a cappuccino",hardware
"Make me hot coffee",hardware
"Make me iced coffee",hardware
"Prepare black coffee",hardware
"Prepare coffee with milk",hardware
"Strong coffee please",hardware
"Weak coffee please",hardware
"Decaf coffee please",hardware
"Regular coffee please",hardware
"Fresh ground coffee",hardware
"Instant coffee preparation",hardware
"Coffee machine start",hardware
"Coffee machine stop",hardware
"Espresso machine on",hardware
"Espresso machine off",hardware
"Coffee brewing cycle",hardware
"Coffee preparation mode",hardware
"Automatic coffee making",hardware
"Manual coffee brewing",hardware
"Coffee maker activation",hardware
"Coffee maker operation",hardware
"Beverage preparation",hardware
"Hot beverage service",hardware
"Morning coffee routine",hardware
"Coffee service request",hardware
"Caffeine preparation",hardware
"Coffee dispensing",hardware
"Coffee production",hardware
"Coffee manufacturing",hardware
"Open garage door",hardware
"Close garage door",hardware
"Open patio door",hardware
"Close patio door",hardware
"Open sliding door",hardware
"Close sliding door",hardware
"Open back door",hardware
"Close back door",hardware
"Open side door",hardware
"Close side door",hardware
"Electronic door control",hardware
"Automatic door operation",hardware
"Smart door activation",hardware
"Smart door deactivation",hardware
"Door access control",hardware
"Door security control",hardware
"Entry point control",hardware
"Exit point control",hardware
"Portal opening",hardware
"Portal closing",hardware
"Doorway access",hardware
"Doorway blocking",hardware
"Entrance automation",hardware
"Exit automation",hardware
"Door motor control",hardware
"Door mechanism control",hardware
"Access barrier control",hardware
"Security barrier control",hardware
"Automated entry system",hardware
"Automated exit system",hardware
"Open the curtains","hardware"
"Close the curtains","hardware"
"Can you draw the curtains?","hardware"
"Pull the curtains back","hardware"
"Let some light in by opening the curtains","hardware"
"Shut the curtains","hardware"
"Curtains open please","hardware"
"Curtains close now","hardware"
"Turn on the lights","hardware"
"Switch off the fan","hardware"
"Can you toggle the LED strip?","hardware"
"Lights off","hardware"
"Lights on","hardware"
"Fan on please","hardware"
"LED strip off","hardware"
"Please turn off all lights","hardware"
"Activate the light switch","hardware"
"Switch on fan","hardware"
"Pass me the object","hardware"
"Where is my object?","hardware"
"Use the robotic arm to grab that","hardware"
"Hand me that item","hardware"
"Pick that up using the robot arm","hardware"
"Robot arm, fetch the item","hardware"
"Grab the object for me","hardware"
"Deliver that thing to me","hardware"
"Make me coffee","hardware"
"Brew some coffee","hardware"
"Prepare coffee for me","hardware"
"Start the coffee machine","hardware"
"I need coffee","hardware"
"Can I have some coffee?","hardware"
"Make a cup of coffee","hardware"
"Coffee please","hardware"
"Open the door","hardware"
"Close the door","hardware"
"Can you open the main door?","hardware"
"Shut the door","hardware"
"Unlock the door","hardware"
"Lock the door","hardware"
"Main door open","hardware"
Please close the door,hardware
"Now, open the curtains",hardware
"Right away, curtains close now",hardware
"Right away, pull the curtains back",hardware
"Please, close the curtains",hardware
"Right away, please turn off all lights",hardware
"Right away, prepare coffee for me",hardware
"Kindly, start the coffee machine",hardware
"Immediately, lock the door",hardware
"Please, please turn off all lights",hardware
"Right away, unlock the door",hardware
"Please, switch off the fan",hardware
"Now, use the robotic arm to grab that",hardware
"Right away, can i have some coffee?",hardware
"Kindly, can i have some coffee?",hardware
"Now, brew some coffee",hardware
"Please, where is my object?",hardware
"Immediately, prepare coffee for me",hardware
"Kindly, pass me the object",hardware
"Immediately, deliver that thing to me",hardware
"Right away, switch on fan",hardware
"Please, use the robotic arm to grab that",hardware
"Kindly, close the curtains",hardware
"Now, lights on",hardware
"Kindly, switch on fan",hardware
"Please, can i have some coffee?",hardware
"Right away, i need coffee",hardware
"Immediately, led strip off",hardware
"Immediately, close the door",hardware
"Immediately, prepare coffee for me",hardware
"Kindly, make me coffee",hardware
"Right away, shut the curtains",hardware
"Please, turn on the lights",hardware
"Please, close the curtains",hardware
"Kindly, i need coffee",hardware
"Immediately, can you toggle the led strip?",hardware
"Kindly, i need coffee",hardware
"Immediately, can you draw the curtains?",hardware
"Kindly, shut the curtains",hardware
"Right away, coffee please",hardware
"Kindly, can you draw the curtains?",hardware
"Kindly, lock the door",hardware
"Now, switch off the fan",hardware
"Right away, brew some coffee",hardware
"Please, pull the curtains back",hardware
"Immediately, brew some coffee",hardware
"Right away, where is my object?",hardware
"Right away, unlock the door",hardware
"Please, pull the curtains back",hardware
"Please, prepare coffee for me",hardware
"Kindly, turn on the lights",hardware
"Please, grab the object for me",hardware
"Kindly, i need coffee",hardware
"Kindly, shut the door",hardware
"Immediately, brew some coffee",hardware
"Immediately, led strip off",hardware
"Now, fan on please",hardware
"Please, make a cup of coffee",hardware
"Please, please turn off all lights",hardware
"Kindly, where is my object?",hardware
"Please, fan on please",hardware
"Now, open the door",hardware
"Right away, open the curtains",hardware
"Immediately, open the door",hardware
"Right away, pull the curtains back",hardware
"Immediately, make a cup of coffee",hardware
"Now, pass me the object",hardware
"Please, coffee please",hardware
"Immediately, lights on",hardware
"Please, close the door",hardware
"Right away, switch off the fan",hardware
"Right away, make a cup of coffee",hardware
"Immediately, lights off",hardware
"Now, open the door",hardware
"Please, shut the door",hardware
"Please, please close the door",hardware
"Immediately, make a cup of coffee",hardware
"Kindly, make me coffee",hardware
"Right away, coffee please",hardware
"Right away, close the door",hardware
"Right away, please close the door",hardware
"Please, can you draw the curtains?",hardware
"Immediately, pick that up using the robot arm",hardware
"Immediately, lights off",hardware
"Immediately, pass me the object",hardware
"Kindly, deliver that thing to me",hardware
"Now, pick that up using the robot arm",hardware
"Now, lights off",hardware
"Please, make me coffee",hardware
"Right away, unlock the door",hardware
"Now, close the curtains",hardware
"Right away, close the curtains",hardware
"Now, make me coffee",hardware
"Now, close the curtains",hardware
"Kindly, i need coffee",hardware
"Immediately, make a cup of coffee",hardware
"Immediately, robot arm, fetch the item",hardware
"Kindly, please close the door",hardware
"Now, hand me that item",hardware
"Immediately, curtains close now",hardware
"Kindly, pick that up using the robot arm",hardware
"Please, open the curtains",hardware
"Please, please close the door",hardware
"Right away, open the curtains",hardware
"Immediately, activate the light switch",hardware
"Right away, pass me the object",hardware
"Right away, please turn off all lights",hardware
"Kindly, prepare coffee for me",hardware
"Immediately, shut the curtains",hardware
"Right away, curtains open please",hardware
"Kindly, open the door",hardware
"Please, turn on the lights",hardware
"Now, pull the curtains back",hardware
"Please, start the coffee machine",hardware
"Immediately, open the door",hardware
"Now, activate the light switch",hardware
"Right away, hand me that item",hardware
"Kindly, please close the door",hardware
"Please, prepare coffee for me",hardware
"Please, lights off",hardware
"Right away, curtains close now",hardware
"Immediately, open the curtains",hardware
"Right away, please close the door",hardware
"Now, shut the door",hardware
"Please, curtains open please",hardware
"Kindly, open the curtains",hardware
"Right away, make a cup of coffee",hardware
"Please, can you open the main door?",hardware
"Now, activate the light switch",hardware
"Right away, can you toggle the led strip?",hardware
"Right away, can you draw the curtains?",hardware
"Right away, prepare coffee for me",hardware
"Immediately, can you toggle the led strip?",hardware
"Kindly, switch off the fan",hardware
"Please, unlock the door",hardware
"Please, pass me the object",hardware
"Now, brew some coffee",hardware
"Right away, pass me the object",hardware
"Kindly, open the curtains",hardware
"Kindly, can you draw the curtains?",hardware
"Kindly, open the door",hardware
"Kindly, start the coffee machine",hardware
"Right away, main door open",hardware
"Now, i need coffee",hardware
"Now, curtains open please",hardware
"Now, lock the door",hardware
"Right away, turn on the lights",hardware
"Right away, lights off",hardware
"Now, where is my object?",hardware
"Immediately, shut the curtains",hardware
"Kindly, curtains close now",hardware
"Please, pass me the object",hardware
"Kindly, please close the door",hardware
"Right away, can you open the main door?",hardware
"Immediately, shut the door",hardware
"Now, coffee please",hardware
"Immediately, curtains open please",hardware
"Immediately, curtains close now",hardware
"Kindly, can you draw the curtains?",hardware
"Please, lights on",hardware
"Right away, where is my object?",hardware
"Immediately, where is my object?",hardware
"Right away, brew some coffee",hardware
"Kindly, open the door",hardware
"Kindly, can you draw the curtains?",hardware
"Right away, pull the curtains back",hardware
"Now, lights on",hardware
"Immediately, shut the door",hardware
"Now, where is my object?",hardware
"Immediately, turn on the lights",hardware
"Please, can you draw the curtains?",hardware
"Now, main door open",hardware
"Immediately, make a cup of coffee",hardware
"Please, hand me that item",hardware
"Immediately, switch off the fan",hardware
"Now, switch on fan",hardware
"Immediately, switch on fan",hardware
"Right away, open the curtains",hardware
"Right away, please turn off all lights",hardware
"Please, lights on",hardware
"Now, close the door",hardware
"Kindly, deliver that thing to me",hardware
"Please, led strip off",hardware
"Immediately, led strip off",hardware
"Kindly, unlock the door",hardware
"Please, curtains close now",hardware
"Kindly, i need coffee",hardware
"Right away, start the coffee machine",hardware
"Kindly, make a cup of coffee",hardware
"Right away, brew some coffee",hardware
"Immediately, pass me the object",hardware
"Right away, lock the door",hardware
"Now, unlock the door",hardware
"Kindly, turn on the lights",hardware
"Right away, turn on the lights",hardware
"Now, let some light in by opening the curtains",hardware
"Now, make a cup of coffee",hardware
"Immediately, please close the door",hardware
"Kindly, led strip off",hardware
"Now, deliver that thing to me",hardware
"Now, prepare coffee for me",hardware
"Please, grab the object for me",hardware
"Now, pass me the object",hardware
"Kindly, pull the curtains back",hardware
"Now, turn on the lights",hardware
"Please, switch on fan",hardware
"Now, coffee please",hardware
"Kindly, please close the door",hardware
"Please, coffee please",hardware
"Right away, switch off the fan",hardware
"Kindly, main door open",hardware
"Immediately, where is my object?",hardware
"Right away, pull the curtains back",hardware
"Right away, pull the curtains back",hardware
"Kindly, close the curtains",hardware
"Now, prepare coffee for me",hardware
"Right away, grab the object for me",hardware
"Please, brew some coffee",hardware
"Right away, start the coffee machine",hardware
"Immediately, make me coffee",hardware
"Please, use the robotic arm to grab that",hardware
"Now, start the coffee machine",hardware
"Immediately, can you open the main door?",hardware
"Immediately, activate the light switch",hardware
"Kindly, deliver that thing to me",hardware
"Please, open the curtains",hardware
"Please, can you draw the curtains?",hardware
"Now, make a cup of coffee",hardware
"Right away, use the robotic arm to grab that",hardware
"Immediately, can you toggle the led strip?",hardware
"Right away, make a cup of coffee",hardware
"Please, lights on",hardware
"Kindly, i need coffee",hardware
"Right away, brew some coffee",hardware
"Now, brew some coffee",hardware
"Immediately, let some light in by opening the curtains",hardware
"Now, grab the object for me",hardware
"Kindly, brew some coffee",hardware
"Right away, pull the curtains back",hardware
"Please, hand me that item",hardware
"Now, open the curtains",hardware
"Immediately, can you toggle the led strip?",hardware
"Immediately, can you draw the curtains?",hardware
"Please, close the door",hardware
"Right away, brew some coffee",hardware
"Now, led strip off",hardware
"Now, unlock the door",hardware
"Immediately, please turn off all lights",hardware
"Kindly, robot arm, fetch the item",hardware
"Kindly, curtains open please",hardware
"Now, can you open the main door?",hardware
"Kindly, coffee please",hardware
"Please, make a cup of coffee",hardware
"Kindly, can you open the main door?",hardware
"Please, pass me the object",hardware
"Now, hand me that item",hardware
"Please, pass me the object",hardware
"Please, can you draw the curtains?",hardware
"Immediately, main door open",hardware
"Kindly, start the coffee machine",hardware
"Kindly, let some light in by opening the curtains",hardware
"Please, curtains open please",hardware
"Right away, start the coffee machine",hardware
"Please, start the coffee machine",hardware
"Please, open the curtains",hardware
"Now, pass me the object",hardware
"Please, robot arm, fetch the item",hardware
"Immediately, make me coffee",hardware
"Immediately, lights off",hardware
"Now, i need coffee",hardware
"Immediately, close the curtains",hardware
"Please, curtains open please",hardware
"Now, let some light in by opening the curtains",hardware
"Now, shut the door",hardware
"Immediately, hand me that item",hardware
"Right away, please turn off all lights",hardware
"Kindly, led strip off",hardware
"Immediately, close the door",hardware
"Right away, shut the curtains",hardware
"Please, can i have some coffee?",hardware
"Now, pick that up using the robot arm",hardware
"Immediately, hand me that item",hardware
"Immediately, close the door",hardware
"Now, deliver that thing to me",hardware
"Now, can you open the main door?",hardware
"Please, close the door",hardware
"Now, curtains close now",hardware
"Kindly, open the door",hardware
"Please, robot arm, fetch the item",hardware
"Kindly, let some light in by opening the curtains",hardware
"Immediately, main door open",hardware
"Please, make a cup of coffee",hardware
"Now, curtains close now",hardware
"Kindly, brew some coffee",hardware
"Please, lock the door",hardware
"Kindly, prepare coffee for me",hardware
"Immediately, shut the door",hardware
"Kindly, curtains close now",hardware
"Please, please turn off all lights",hardware
"Immediately, curtains open please",hardware
"Immediately, open the door",hardware
"Right away, please turn off all lights",hardware
"Now, lights off",hardware
"Please, deliver that thing to me",hardware
"Kindly, turn on the lights",hardware
"Now, main door open",hardware
"Now, switch off the fan",hardware
"Please, open the curtains",hardware
"Right away, please close the door",hardware
"Kindly, can i have some coffee?",hardware
"Kindly, curtains close now",hardware
"Right away, led strip off",hardware
"Now, start the coffee machine",hardware
"Now, shut the door",hardware
"Immediately, grab the object for me",hardware
"Immediately, robot arm, fetch the item",hardware
"Immediately, deliver that thing to me",hardware
"Right away, please close the door",hardware
"Please, robot arm, fetch the item",hardware
"Please, brew some coffee",hardware
"Please, activate the light switch",hardware
"Right away, open the door",hardware
"Kindly, hand me that item",hardware
"Right away, coffee please",hardware
"Immediately, i need coffee",hardware
"Now, hand me that item",hardware
"Now, grab the object for me",hardware
"Please, open the curtains",hardware
"Please, switch off the fan",hardware
"Immediately, lights on",hardware
"Please, activate the light switch",hardware
"Please, curtains open please",hardware
"Kindly, can i have some coffee?",hardware
"Right away, curtains open please",hardware
"Immediately, use the robotic arm to grab that",hardware
"Now, turn on the lights",hardware
"Kindly, lights on",hardware
"Right away, i need coffee",hardware
"Now, close the curtains",hardware
"Immediately, lights on",hardware
"Right away, open the door",hardware
"Please, can you toggle the led strip?",hardware
"Kindly, make a cup of coffee",hardware
"Now, close the curtains",hardware
"Please, grab the object for me",hardware
"Now, fan on please",hardware
"Right away, deliver that thing to me",hardware
"Now, fan on please",hardware
"Kindly, use the robotic arm to grab that",hardware
"Now, deliver that thing to me",hardware
"Immediately, can you draw the curtains?",hardware
"Kindly, let some light in by opening the curtains",hardware
"Please, pull the curtains back",hardware
"Please, pass me the object",hardware
"Kindly, use the robotic arm to grab that",hardware
"Please, led strip off",hardware
"Please, open the door",hardware
"Immediately, i need coffee",hardware
"Kindly, activate the light switch",hardware
"Immediately, can you open the main door?",hardware
"Kindly, unlock the door",hardware
"Right away, use the robotic arm to grab that",hardware
"Kindly, switch on fan",hardware
"Now, let some light in by opening the curtains",hardware
"Immediately, make me coffee",hardware
"Right away, lights off",hardware
"Now, unlock the door",hardware
"Right away, switch off the fan",hardware
"Right away, open the curtains",hardware
"Kindly, curtains open please",hardware
"Kindly, coffee please",hardware
"Right away, pull the curtains back",hardware
"Please, main door open",hardware
"Kindly, unlock the door",hardware
"Right away, make a cup of coffee",hardware
"Please, hand me that item",hardware
"Now, lock the door",hardware
"Kindly, pull the curtains back",hardware
"Please, switch off the fan",hardware
"Kindly, switch on fan",hardware
"Now, use the robotic arm to grab that",hardware
"Immediately, where is my object?",hardware
"Immediately, lights off",hardware
"Now, prepare coffee for me",hardware
"Please, pass me the object",hardware
"Now, curtains open please",hardware
"Now, use the robotic arm to grab that",hardware
"Please, close the door",hardware
"Immediately, lights off",hardware
"Kindly, lights off",hardware
"Right away, can i have some coffee?",hardware
"Now, main door open",hardware
"Right away, shut the curtains",hardware
"Kindly, hand me that item",hardware
"Now, make me coffee",hardware
"Kindly, coffee please",hardware
"Right away, i need coffee",hardware
"Kindly, hand me that item",hardware
"Right away, robot arm, fetch the item",hardware
"Please, make me coffee",hardware
"Now, please close the door",hardware
"Now, make me coffee",hardware
"Immediately, can you draw the curtains?",hardware
"Please, brew some coffee",hardware
"Kindly, grab the object for me",hardware
"Please, curtains open please",hardware
"Please, turn on the lights",hardware
"Please, i need coffee",hardware
"Please, curtains open please",hardware
"Please, let some light in by opening the curtains",hardware
"Kindly, please close the door",hardware
"Now, deliver that thing to me",hardware
"Immediately, switch off the fan",hardware
"Right away, robot arm, fetch the item",hardware
"Immediately, fan on please",hardware
"Right away, coffee please",hardware
"Please, activate the light switch",hardware
"Please, hand me that item",hardware
"Right away, main door open",hardware
"Now, please close the door",hardware
"Kindly, close the door",hardware
"Right away, lights on",hardware
"Right away, unlock the door",hardware
"Kindly, grab the object for me",hardware
"Kindly, close the door",hardware
"Immediately, robot arm, fetch the item",hardware
"Immediately, switch off the fan",hardware
"Now, grab the object for me",hardware
"Please, led strip off",hardware
"Please, make me coffee",hardware
"Please, curtains open please",hardware
"Please, curtains open please",hardware
"Please, activate the light switch",hardware
"Immediately, make me coffee",hardware
"Now, let some light in by opening the curtains",hardware
"Kindly, open the curtains",hardware
"Immediately, activate the light switch",hardware
"Now, start the coffee machine",hardware
"Right away, curtains open please",hardware
"Now, can you draw the curtains?",hardware
"Please, let some light in by opening the curtains",hardware
"Please, pick that up using the robot arm",hardware
"Now, let some light in by opening the curtains",hardware
"Kindly, pick that up using the robot arm",hardware
"Right away, can you draw the curtains?",hardware
"Kindly, can you draw the curtains?",hardware
"Right away, curtains close now",hardware
"Please, grab the object for me",hardware
"Please, pass me the object",hardware
"Right away, please close the door",hardware
"Kindly, brew some coffee",hardware
"Now, let some light in by opening the curtains",hardware
"Kindly, lock the door",hardware
"Now, activate the light switch",hardware
"Right away, make me coffee",hardware
"Right away, close the curtains",hardware
"Kindly, pass me the object",hardware
"Kindly, switch on fan",hardware
"Right away, make a cup of coffee",hardware
