text,label
"i want to know what is the humidity in delhi",real
"could you tell me, what is the humidity near me",real
"could you tell me, what is the temperature",real
"can you tell me what is the humidity?",real
"hey, how is the weather in my location",real
"what is the temperature?",real
"what is the wind speed",real
"could you tell me, what is the humidity in delhi",real
"what is the wind speed in mumbai",real
"i want to know can you please tell me how is the weather",real
"can you tell me how is the weather in mumbai?",real
"i want to know can you please tell me how is the weather",real
"can you tell me what is the wind speed?",real
"hey, how is the weather in my location",real
"what is the wind speed in mumbai",real
"whats the temperature in mumbai",real
"what is the temperature",real
"whats the temperature in mumbai",real
"could you tell me, what is the wind speed",real
"hey, what is the wind speed",real
"what is the wind speed in mumbai?",real
"i want to know how is the weather in my location",real
"could you tell me, what is the humidity",real
"hey, what is the temperature",real
"what is the humidity near me please",real
"whats the temperature in mumbai please",real
"i want to know what is the wind speed",real
"how is the weather?",real
"i want to know whats the temperature in mumbai",real
"what is the wind speed in mumbai",real
"i want to know whats the temperature in mumbai",real
"what is the humidity near me",real
"hey, how is the weather in mumbai",real
"can you tell me how is the weather?",real
"what is the wind speed in mumbai?",real
"can you please tell me the date",real
"could you tell me, can you please tell me the date",real
"what is the date today?",real
"can you please tell me the date and time",real
"i want to know can you please tell me the date and time",real
"i want to know can you please tell me the date",real
"hey, what is the date today",real
"can you please tell me the date and time",real
"i want to know can you please tell me the time",real
"whats the time please",real
"whats the time please",real
"i want to know whats the date",real
"hey, what is the date today",real
"could you tell me, whats the time",real
"hey, can you please tell me the date",real
"whats the time?",real
"can you please tell me the time please",real
"hey, whats the date",real
"can you tell me whats the date and time?",real
"could you tell me, can you please tell me the time",real
"i want to know whats the date",real
"whats the date and time",real
"can you please tell me the time?",real
"hey, what is the date today",real
"hey, can you please tell me the time",real
"whats the date and time",real
"whats the date and time",real
"hey, whats the date",real
"i want to know tell the date",real
"i want to know can you please tell me the date and time",real
"can you please tell me the date and time?",real
"whats the date",real
"whats the date and time",real
"whats the time?",real
"i want to know whats the time",real
"whats the time",real
"can you please tell me the time?",real
"can you tell me whats the date?",real
"whats the date?",real
"hey, can you please tell me the date",real
"can you please tell me the date and time",real
"can you tell me can you please tell me the date?",real
"can you tell me whats the time?",real
"whats the time",real
"can you tell me tell the date?",real
"whats the date and time please",real
"what is the date today please",real
"could you tell me, whats the date and time",real
"i want to know whats the date and time",real
"tell the date?",real
"whats the date?",real
"can you tell me whats the time?",real
"whats the date",real
"can you please tell me the time",real
"could you tell me, whats the date and time",real
"can you tell me whats the time?",real
"can you please tell me the date",real
"whats the date",real
"can you tell me can you please tell me the time?",real
"i want to know can you please tell me the date and time",real
"i want to know what is the date today",real
"what is the date today?",real
"i want to know what is the date today",real
"tell the date please",real
"tell the date",real
"can you please tell me the date and time",real
"what is the date today?",real
"can you tell me whats the date and time?",real
"can you please tell me the date please",real
"hey, what is the date today",real
"hey, can you please tell me the time",real
"hey, can you please tell me the date",real
"whats the time",real
"what is the date today please",real
"whats the time",real
"can you please tell me the date",real
"can you please tell me the date and time?",real
"whats the date",real
"what is the date today?",real
"can you tell me whats the date?",real
"can you please tell me the date",real
"can you tell me can you please tell me the date?",real
"i want to know tell the date",real
"could you tell me, can you please tell me the time",real
"whats the time please",real
"whats the date and time",real
"could you tell me, tell the date",real
"hey, can you please tell me the date and time",real
"tell the date",real
"whats the date and time",real
"whats the time please",real
"hey, can you please tell me the date and time",real
"what is the date today",real
"can you tell me whats the date and time?",real
"can you tell me can you please tell me the time?",real
"hey, can you please tell me the date and time",real
"can you please tell me the time please",real
"whats the date and time please",real
"hey, can you please tell me the date and time",real
"whats the date",real
"can you please tell me the time",real
"tell the date",real
"i want to know whats the date",real
"whats the date and time?",real
"can you please tell me the date",real
"whats the time",real
"hey, what is the date today",real
"whats the date please",real
"can you tell me tell the date?",real
"i want to know whats the time",real
"could you tell me, can you please tell me the time",real
"can you please tell me the time please",real
"whats the time please",real
"hey, whats the date",real
"whats the date and time?",real
"whats the time?",real
"hey, can you please tell me the time",real
"could you tell me, whats the date and time",real
"whats the date and time",real
"i want to know tell the date",real
"can you please tell me the date and time please",real
"can you tell me tell the date?",real
"hey, can you please tell me the date and time",real
"can you please tell me the date and time?",real
"whats the date",real
"could you tell me, whats my location",real
"can you please tell me my current location",real
"can you please tell me my current location?",real
"i want to know can you please tell me my current location",real
"whats my location",real
"i want to know can you please tell me my current location",real
"hey, can you please tell me my current location",real
"could you tell me, whats my current location",real
"could you tell me, whats my current location",real
"could you tell me, can you tell me the location",real
"can you please tell me my location",real
"can you please tell me my current location?",real
"can you please tell me my location",real
"hey, can you please tell me my current location",real
"can you please tell me my location?",real
"can you please tell me my current location?",real
"could you tell me, can you please tell me my location",real
"can you tell me can you please tell me my location?",real
"can you please tell me my current location",real
"can you please tell me my location",real
"whats my location?",real
"can you tell me the location please",real
"could you tell me, whats my current location",real
"can you please tell me my current location",real
"i want to know whats my current location",real
"can you please tell me my current location",real
"can you tell me the location please",real
"could you tell me, whats my current location",real
"whats my current location?",real
"whats my current location?",real
"could you tell me, can you please tell me my current location",real
"can you tell me whats my current location?",real
"hey, whats my current location",real
"can you please tell me my location",real
"whats my current location?",real
"i want to know can you tell me the location",real
"whats my location",real
"could you tell me, can you please tell me my location",real
"i want to know can you please tell me my current location",real
"can you please tell me my location",real
"can you please tell me my current location",real
"hey, can you tell me the location",real
"whats my location",real
"can you tell me can you please tell me my location?",real
"can you please tell me my location please",real
"can you please tell me my location?",real
"could you tell me, can you tell me the location",real
"can you please tell me my current location please",real
"can you please tell me my current location please",real
"whats my location please",real
"can you please tell me my location please",real
"whats my current location",real
"can you please tell me my current location please",real
"could you tell me, whats my current location",real
"can you tell me the location?",real
"can you tell me whats my location?",real
"hey, can you please tell me my location",real
"can you please tell me my current location",real
"hey, can you tell me the location",real
"can you please tell me my current location",real
"can you please tell me my location",real
"whats my location please",real
"whats my current location please",real
"hey, can you please tell me my current location",real
"whats my location",real
"whats my location",real
"can you please tell me my location",real
"whats my current location",real
"hey, whats my current location",real
"i want to know whats my location",real
"whats my location",real
"could you tell me, whats my location",real
"can you please tell me my location",real
"can you tell me the location",real
"whats my current location please",real
"can you tell me whats my current location?",real
"can you tell me whats my current location?",real
"can you tell me the location?",real
"can you tell me whats my location?",real
"hey, whats my current location",real
"whats my current location",real
"whats my location",real
"can you please tell me my location please",real
"can you tell me the location?",real
"whats my current location please",real
"can you please tell me my location",real
"can you please tell me my current location",real
"i want to know whats my location",real
"can you please tell me my current location",real
"whats my location",real
"could you tell me, whats my current location",real
"can you tell me the location",real
"can you please tell me my current location",real
"i want to know can you please tell me my location",real
"whats my current location?",real
"could you tell me, can you please tell me my current location",real
"can you please tell me my current location please",real
"could you tell me, can you please tell me my current location",real
"can you tell me can you please tell me my current location?",real
"can you please tell me my current location?",real
"can you please tell me my location please",real
"could you tell me, can you tell me the location",real
"can you tell me the location please",real
"can you please tell me my current location please",real
"whats my location",real
"could you tell me, can you please tell me my location",real
"hey, whats my current location",real
"could you tell me, can you tell me the location",real
"could you tell me, can you tell me the location",real
"can you tell me the location?",real
"can you please tell me my current location please",real
"can you tell me the location?",real
"could you tell me, can you please tell me my location",real
"can you please tell me my current location",real
"can you please tell me my location",real
"can you tell me whats my current location?",real
"i want to know can you please tell me my current location",real
"hey, whats my current location",real
"i want to know can you tell me the location",real
"can you tell me whats my location?",real
"whats my location",real
"can you tell me the location please",real
"can you tell me the location",real
"hey, whats my current location",real
"can you please tell me my current location please",real
"what is the value of 1 usd in inr",real
"can you tell me whats the gold rate?",real
"i want to know tell me about nvidia",real
"can you tell me whats the gold rate?",real
"tell me about nvidia please",real
"can you tell me tell me about nvidia?",real
"whats the latest model of iphone?",real
"could you tell me, tell me about nvidia",real
"latest news of india",real
"could you tell me, tell me about nvidia",real
"what is the value of 1 usd in inr",real
"could you tell me, whats the latest model of iphone",real
"hey, latest news of india",real
"whats the latest model of iphone",real
"whats the latest model of iphone",real
"i want to know whats the gold rate",real
"could you tell me, whats the gold rate",real
"whats the latest model of iphone?",real
"what is the value of 1 usd in inr please",real
"could you tell me, tell me about nvidia",real
"could you tell me, whats the gold rate",real
"can you tell me whats the latest model of iphone?",real
"whats the latest model of iphone?",real
"what is the value of 1 usd in inr",real
"tell me about nvidia",real
"whats the latest model of iphone please",real
"i want to know latest news of india",real
"tell me about nvidia",real
"i want to know what is the value of 1 usd in inr",real
"hey, latest news of india",real
"whats the gold rate please",real
"whats the gold rate?",real
"could you tell me, what is the value of 1 usd in inr",real
"what is the value of 1 usd in inr please",real
"whats the gold rate",real
"tell me about nvidia please",real
"what is the value of 1 usd in inr please",real
"whats the latest model of iphone please",real
"can you tell me whats the latest model of iphone?",real
"whats the gold rate please",real
"whats the gold rate",real
"hey, tell me about nvidia",real
"what is the value of 1 usd in inr",real
"latest news of india?",real
"tell me about nvidia",real
"i want to know tell me about nvidia",real
"whats the latest model of iphone",real
"whats the gold rate please",real
"hey, whats the gold rate",real
"i want to know what is the value of 1 usd in inr",real
"can you tell me latest news of india?",real
"i want to know latest news of india",real
"hey, latest news of india",real
"hey, what is the value of 1 usd in inr",real
"hey, whats the gold rate",real
"could you tell me, what is the value of 1 usd in inr",real
"latest news of india",real
"tell me about nvidia?",real
"latest news of india",real
"could you tell me, latest news of india",real
"what is the value of 1 usd in inr",real
"hey, whats the latest model of iphone",real
"latest news of india?",real
"i want to know what is the value of 1 usd in inr",real
"can you tell me whats the gold rate?",real
"whats the latest model of iphone",real
"what is the value of 1 usd in inr",real
"hey, what is the value of 1 usd in inr",real
"whats the gold rate?",real
"latest news of india?",real
"latest news of india",real
"could you tell me, whats the latest model of iphone",real
"latest news of india",real
"whats the gold rate",real
"hey, latest news of india",real
"whats the latest model of iphone",real
"latest news of india please",real
"hey, whats the gold rate",real
"tell me about nvidia",real
"whats the latest model of iphone please",real
"whats the latest model of iphone?",real
"what is the value of 1 usd in inr",real
"i want to know tell me about nvidia",real
"i want to know whats the latest model of iphone",real
"tell me about nvidia?",real
"whats the latest model of iphone",real
"hey, what is the value of 1 usd in inr",real
"whats the latest model of iphone please",real
"latest news of india",real
"tell me about nvidia please",real
"latest news of india?",real
"could you tell me, what is the value of 1 usd in inr",real
"can you tell me latest news of india?",real
"hey, what is the value of 1 usd in inr",real
"could you tell me, latest news of india",real
"hey, whats the gold rate",real
"whats the latest model of iphone please",real
"latest news of india?",real
"tell me about nvidia please",real
"whats the gold rate",real
"can you tell me latest news of india?",real
"i want to know latest news of india",real
"whats the gold rate",real
"latest news of india?",real
"tell me about nvidia please",real
"could you tell me, latest news of india",real
"what is the value of 1 usd in inr please",real
"latest news of india",real
"whats the gold rate",real
"could you tell me, tell me about nvidia",real
"can you tell me tell me about nvidia?",real
"i want to know what is the value of 1 usd in inr",real
"whats the latest model of iphone please",real
"can you tell me what is the value of 1 usd in inr?",real
"can you tell me whats the latest model of iphone?",real
"tell me about nvidia",real
"hey, tell me about nvidia",real
"tell me about nvidia",real
"latest news of india please",real
"tell me about nvidia",real
"whats the latest model of iphone",real
"what is the value of 1 usd in inr",real
"what is the value of 1 usd in inr please",real
"latest news of india please",real
"whats the gold rate",real
"how/what is the weather",real
"can you please tell me how is the weather",real
"how is the weather in my location",real
"how is the weather in mumbai",real
"whats the temperature in mumbai",real
"what is the temperature",real
"what is the humidity near me",real
"what is the humidity in delhi",real
"what is the humidity",real
"what is the wind speed",real
"what is the wind speed in mumbai",real
"whats the time",real
"can you please tell me the time",real
"whats the date",real
"what is the date today",real
"can you please tell me the date",real
"tell the date",real
"whats the date and time",real
"can you please tell me the date and time",real
"whats my current location",real
"whats my location",real
"can you tell me the location",real
"can you please tell me my current location",real
"can you please tell me my location",real
"whats the latest model of iphone",real
"tell me about nvidia",real
"whats the gold rate",real
"what is the value of 1 usd in inr",real
"latest news of india",real
"how is the weather today",real
"what is the current weather",real
"can you check the weather",real
"tell me the weather forecast",real
"weather update please",real
"whats the weather like",real
"how is the weather outside",real
"current weather conditions",real
"weather report for today",real
"check the weather for me",real
"what is the weather forecast",real
"how is the weather right now",real
"weather in chennai",real
"temperature in delhi",real
"whats the temperature today",real
"current temperature reading",real
"how hot is it today",real
"temperature check please",real
"what is the current temperature",real
"temperature outside",real
"how cold is it",real
"todays temperature",real
"temperature in bangalore",real
"whats the temp",real
"temperature near me",real
"humidity level today",real
"current humidity",real
"humidity percentage",real
"whats the humidity level",real
"humidity in mumbai",real
"check humidity",real
"humidity reading",real
"moisture level",real
"humidity index",real
"atmospheric humidity",real
"humidity in kolkata",real
"current humidity level",real
"wind speed today",real
"current wind speed",real
"how fast is the wind",real
"wind velocity",real
"wind speed in delhi",real
"check wind speed",real
"wind conditions",real
"wind speed reading",real
"whats the wind like",real
"wind speed in hyderabad",real
"current wind conditions",real
"wind measurement",real
"what time is it",real
"current time please",real
"tell me the current time",real
"time check",real
"whats the time now",real
"current time",real
"time right now",real
"can you give me the time",real
"show me the time",real
"time please",real
"what is the time now",real
"time update",real
"whats todays date",real
"current date",real
"todays date please",real
"what date is it",real
"date today",real
"tell me todays date",real
"whats the date today",real
"date check",real
"current date please",real
"show me the date",real
"what is todays date",real
"date right now",real
"current date and time",real
"time and date please",real
"whats the time and date",real
"date time now",real
"current time and date",real
"time date check",real
"show time and date",real
"tell me time and date",real
"current time date",real
"todays time and date",real
"time and date right now",real
"where am i currently",real
"my current position",real
"where am i right now",real
"current location please",real
"tell me where i am",real
"my location now",real
"where am i located",real
"current position",real
"my present location",real
"where i am now",real
"location check",real
"my coordinates",real
"find my location",real
"detect my location",real
"show my location",real
"where am i situated",real
"current gps location",real
"locate me",real
"my geographical location",real
"position check",real
"where am i standing",real
"my whereabouts",real
"tell me my location",real
"show my position",real
"latest iphone model",real
"newest iphone version",real
"most recent iphone",real
"current iphone model",real
"latest apple phone",real
"new iphone release",real
"iphone latest version",real
"recent iphone model",real
"current apple iphone",real
"newest apple phone",real
"latest iphone launch",real
"information about nvidia",real
"nvidia company details",real
"about nvidia corporation",real
"nvidia business info",real
"nvidia company overview",real
"what is nvidia",real
"nvidia information",real
"details about nvidia",real
"nvidia company data",real
"overview of nvidia",real
"nvidia facts",real
"current gold price",real
"gold rate today",real
"price of gold",real
"gold market rate",real
"todays gold price",real
"gold value today",real
"current gold value",real
"gold price check",real
"gold rate now",real
"gold market price",real
"gold price update",real
"usd to inr rate",real
"dollar to rupee rate",real
"usd inr exchange rate",real
"dollar rate today",real
"usd to inr conversion",real
"current usd inr rate",real
"exchange rate usd inr",real
"dollar rupee rate",real
"usd inr today",real
"currency rate usd inr",real
"dollar to inr value",real
"india news today",real
"current india news",real
"latest indian news",real
"india news update",real
"news from india",real
"indian news today",real
"recent india news",real
"india current news",real
"breaking news india",real
"todays indian news",real
"india news now",real
"whats the weather condition",real
"weather status",real
"atmospheric conditions",real
"climate today",real
"weather situation",real
"meteorological conditions",real
"weather pattern",real
"environmental conditions",real
"weather state",real
"climate conditions",real
"weather in pune",real
"weather in kolkata",real
"weather in hyderabad",real
"weather in ahmedabad",real
"weather in jaipur",real
"weather in lucknow",real
"weather in kanpur",real
"weather in nagpur",real
"weather in indore",real
"weather in bhopal",real
"weather in visakhapatnam",real
"weather in patna",real
"temperature in pune",real
"temperature in kolkata",real
"temperature in hyderabad",real
"temperature in ahmedabad",real
"temperature in jaipur",real
"temperature in lucknow",real
"temperature in kanpur",real
"temperature in nagpur",real
"temperature in indore",real
"temperature in bhopal",real
"temperature in visakhapatnam",real
"temperature in patna",real
"humidity in pune",real
"humidity in hyderabad",real
"humidity in ahmedabad",real
"humidity in jaipur",real
"humidity in lucknow",real
"humidity in kanpur",real
"humidity in nagpur",real
"humidity in indore",real
"humidity in bhopal",real
"humidity in visakhapatnam",real
"humidity in patna",real
"wind speed in pune",real
"wind speed in kolkata",real
"wind speed in chennai",real
"wind speed in ahmedabad",real
"wind speed in jaipur",real
"wind speed in lucknow",real
"wind speed in kanpur",real
"wind speed in nagpur",real
"wind speed in indore",real
"wind speed in bhopal",real
"wind speed in visakhapatnam",real
"wind speed in patna",real
"what time is it right now",real
"show current time",real
"time display",real
"clock time",real
"present time",real
"time at the moment",real
"exact time now",real
"precise time",real
"time information",real
"current clock time",real
"time status",real
"live time",real
"what is the current date",real
"show current date",real
"date display",real
"calendar date",real
"present date",real
"date at the moment",real
"exact date now",real
"precise date",real
"date information",real
"current calendar date",real
"date status",real
"live date",real
"what is the current time and date",real
"show current time and date",real
"time date display",real
"calendar time",real
"present time and date",real
"time date information",real
"exact time and date",real
"precise time date",real
"current clock date",real
"time date status",real
"live time date",real
"complete date time",real
"where am i positioned",real
"my exact location",real
"precise location",real
"location information",real
"geographical position",real
"location status",real
"place where i am",real
"current site",real
"present position",real
"location details",real
"where i am positioned",real
"site location",real
"current place",real
"location coordinates",real
"gps position",real
"coordinate location",real
"position information",real
"location data",real
"present site",real
"current coordinates",real
"position details",real
"location point",real
"spatial location",real
"latest samsung phone",real
"newest samsung model",real
"recent samsung release",real
"current samsung phone",real
"samsung latest model",real
"new samsung device",real
"latest oneplus phone",real
"newest oneplus model",real
"recent oneplus release",real
"current oneplus phone",real
"oneplus latest model",real
"new oneplus device",real
"latest xiaomi phone",real
"newest xiaomi model",real
"recent xiaomi release",real
"current xiaomi phone",real
"xiaomi latest model",real
"new xiaomi device",real
"information about google",real
"google company details",real
"about google corporation",real
"google business info",real
"google company overview",real
"what is google",real
"google information",real
"details about google",real
"google company data",real
"overview of google",real
"google facts",real
"google background",real
"information about microsoft",real
"microsoft company details",real
"about microsoft corporation",real
"microsoft business info",real
"microsoft company overview",real
"what is microsoft",real
"microsoft information",real
"details about microsoft",real
"microsoft company data",real
"overview of microsoft",real
"microsoft facts",real
"microsoft background",real
"information about apple",real
"apple company details",real
"about apple corporation",real
"apple business info",real
"apple company overview",real
"what is apple",real
"apple information",real
"details about apple",real
"apple company data",real
"overview of apple",real
"apple facts",real
"apple background",real
"current silver price",real
"silver rate today",real
"price of silver",real
"silver market rate",real
"todays silver price",real
"silver value today",real
"current silver value",real
"silver price check",real
"silver rate now",real
"silver market price",real
"silver price update",real
"silver trading price",real
"current copper price",real
"copper rate today",real
"price of copper",real
"copper market rate",real
"todays copper price",real
"copper value today",real
"current copper value",real
"copper price check",real
"copper rate now",real
"copper market price",real
"copper price update",real
"copper trading price",real
"eur to inr rate",real
"euro to rupee rate",real
"eur inr exchange rate",real
"euro rate today",real
"eur to inr conversion",real
"current eur inr rate",real
"exchange rate eur inr",real
"euro rupee rate",real
"eur inr today",real
"currency rate eur inr",real
"euro to inr value",real
"exchange rate today",real
"gbp to inr rate",real
"pound to rupee rate",real
"gbp inr exchange rate",real
"pound rate today",real
"gbp to inr conversion",real
"current gbp inr rate",real
"exchange rate gbp inr",real
"pound rupee rate",real
"gbp inr today",real
"currency rate gbp inr",real
"pound to inr value",real
"british pound rate",real
"pakistan news today",real
"current pakistan news",real
"latest pakistani news",real
"pakistan news update",real
"news from pakistan",real
"pakistani news today",real
"recent pakistan news",real
"pakistan current news",real
"breaking news pakistan",real
"todays pakistani news",real
"pakistan news now",real
"pakistan latest news",real
"china news today",real
"current china news",real
"latest chinese news",real
"china news update",real
"news from china",real
"chinese news today",real
"recent china news",real
"china current news",real
"breaking news china",real
"todays chinese news",real
"china news now",real
"china latest news",real
"usa news today",real
"current usa news",real
"latest american news",real
"usa news update",real
"news from usa",real
"american news today",real
"recent usa news",real
"usa current news",real
"breaking news usa",real
"todays american news",real
"usa news now",real
"usa latest news",real
"uk news today",real
